	patient	component_size	other	CD15-Tumor	CD15+Tumor	Tcell	Bcell	BnTcell	Macrophage	Neutrophil	DC
0	1107	597	0.4991624790619765	0.07035175879396985	0.005025125628140704	0.18425460636515914	0.12562814070351758	0.04187604690117253	0.07035175879396985	0.0016750418760469012	0.0016750418760469012
1	1107	215	0.4325581395348837	0.13953488372093023	0.0	0.15813953488372093	0.06976744186046512	0.046511627906976744	0.14883720930232558	0.0	0.004651162790697674
2	1107	166	0.5060240963855421	0.012048192771084338	0.0	0.15060240963855423	0.0783132530120482	0.006024096385542169	0.2469879518072289	0.0	0.0
3	1107	314	0.4426751592356688	0.009554140127388535	0.0	0.2643312101910828	0.08598726114649681	0.09872611464968153	0.09872611464968153	0.0	0.0
4	1107	376	0.2526595744680851	0.16489361702127658	0.026595744680851064	0.25	0.12234042553191489	0.08776595744680851	0.09574468085106383	0.0	0.0
5	1107	143	0.45454545454545453	0.2517482517482518	0.006993006993006993	0.1958041958041958	0.0	0.0	0.07692307692307693	0.0	0.013986013986013986
6	1107	65	0.2	0.15384615384615385	0.046153846153846156	0.3076923076923077	0.0	0.0	0.2923076923076923	0.0	0.0
7	1107	94	0.4574468085106383	0.07446808510638298	0.0	0.11702127659574468	0.19148936170212766	0.13829787234042554	0.02127659574468085	0.0	0.0
8	1107	83	0.46987951807228917	0.04819277108433735	0.0	0.27710843373493976	0.0	0.0	0.20481927710843373	0.0	0.0
9	1107	467	0.4004282655246253	0.11349036402569593	0.0021413276231263384	0.37259100642398285	0.0	0.0	0.044967880085653104	0.0	0.06638115631691649
10	1107	438	0.2899543378995434	0.3150684931506849	0.00684931506849315	0.2420091324200913	0.0410958904109589	0.01141552511415525	0.0776255707762557	0.0045662100456621	0.01141552511415525
11	1107	98	0.3673469387755102	0.14285714285714285	0.0	0.29591836734693877	0.0	0.0	0.17346938775510204	0.0	0.02040816326530612
12	1107	166	0.3855421686746988	0.30120481927710846	0.006024096385542169	0.1927710843373494	0.012048192771084338	0.006024096385542169	0.08433734939759036	0.0	0.012048192771084338
13	1107	129	0.46511627906976744	0.18604651162790697	0.0	0.24806201550387597	0.007751937984496124	0.0	0.046511627906976744	0.007751937984496124	0.03875968992248062
14	1107	70	0.4	0.12857142857142856	0.0	0.32857142857142857	0.0	0.0	0.14285714285714285	0.0	0.0
15	1107	124	0.3951612903225806	0.25	0.008064516129032258	0.21774193548387097	0.0	0.0	0.12096774193548387	0.008064516129032258	0.0
16	1107	236	0.3771186440677966	0.15677966101694915	0.0	0.3389830508474576	0.0423728813559322	0.05508474576271186	0.029661016949152543	0.0	0.0
17	1107	163	0.31901840490797545	0.03067484662576687	0.0	0.5705521472392638	0.012269938650306749	0.006134969325153374	0.049079754601226995	0.0	0.012269938650306749
18	1107	1918	0.34932221063607927	0.15172054223149115	0.0	0.2122002085505735	0.13660062565172054	0.1105318039624609	0.03910323253388947	0.0005213764337851929	0.0
19	1107	60	0.55	0.016666666666666666	0.0	0.16666666666666666	0.13333333333333333	0.03333333333333333	0.1	0.0	0.0
20	1107	68	0.4264705882352941	0.25	0.0	0.27941176470588236	0.0	0.029411764705882353	0.014705882352941176	0.0	0.0
21	1107	72	0.5555555555555556	0.06944444444444445	0.0	0.2638888888888889	0.0	0.08333333333333333	0.027777777777777776	0.0	0.0
22	1107	70	0.5428571428571428	0.02857142857142857	0.0	0.21428571428571427	0.05714285714285714	0.014285714285714285	0.14285714285714285	0.0	0.0
